sep=,
"publisher_email","page_url","page_version","publisher_type","publisher_team","cta_url_domain","pbase_line","pbase_code","version_note","page_note","stats_access","stats_view","stats_addtocart","stats_initcheckout","stats_checkout","stats_purchase","stats_access_error","stats_initcheckout_error","stats_checkout_error","stats_revenue","stats_purchase_abandon","stats_revenue_abandon","stats_taken_amount","stats_cost_total","stats_tax_amount"
iho@crossian.us,https://bragoddess.com/laceshaper?--content-version=5ifeiv1o7ac1zf7gt10kwnqp0_0,A,RMKT,,bragoddess.com,Shapewear,LaceShaper,Version note 1,v3.0 - Optimise USP + new sizing,2,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lacyfit?--content-version=4i2deapuhviw4782l28s97iw1_0,A,RMKT,,bragoddess.com,Panties,LacyFit,Version note 1,v1.0 - NFT,1,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/ladicurve?--content-version=4paf4t37td6ptj5qytqoh844i_0,A,RMKT,,bragoddess.com,Bra,LadiCurve,Version note 1,v1.1 (Graphic + Bundles),2,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lamusebra?--content-version=4435f5g4d267vnjvutgn359eb_0,A,RMKT,,bragoddess.com,Bra,LaMuse Bra2,Free shipping when buy 2+,v10.0. New USP images,70,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/liftcharm?--content-version=3frfsjswvftwfuzjqsxb2agqx_0,A,RMKT,,bragoddess.com,Bra,LiftCharm,Version note 1,"v2.2- Flow comfort, enhance visual (mẫu già, đổi ảnh ở description, bổ sung VAP))",38,49,13,13,7,7,,,,342,0,0,177,109,15.0
iho@crossian.us,https://bragoddess.com/lucilift?--content-version=1rh8ss41wx5pf4zgoginn541j_0,A,RMKT,,bragoddess.com,Bra,LuciLift3,Version note 1,v1.2 - New size chart,1,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lunahug?--content-version=1mx2e4ogsi873k19y7f6yrr7a_0,A,RMKT,,bragoddess.com,Bra,LunaHug,Version note 1,v3.3 LunaHug Thêm VAP Only,345,303,49,41,32,27,,,,1219,4,113,626,365,81.7
iho@crossian.us,https://bragoddess.com/lunahug?--content-version=59hozgq6bd1egnwqi7owpoz0j_0,A,RMKT,,bragoddess.com,Bra,LunaHug,Version note 1,v2.1 LunaHug Lifting & Shaping Enhance Size,130,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lunahug?--content-version=59hozgq6bd1egnwqi7owpoz0j_1,B,RMKT,,bragoddess.com,Bra,LunaHug,Version note 2,"v2.2 LunaHug mở size H,I",31,74,20,13,8,8,,,,310,0,0,157,96.7,17.9
iho@crossian.us,https://bragoddess.com/lunahug?--content-version=59hozgq6bd1egnwqi7owpoz0j_2,C,RMKT,,bragoddess.com,Bra,LunaHug,Version note 3,v3.3 LunaHug Thêm VAP Only,20,61,15,8,7,7,,,,301,0,0,153,92.2,18.9
iho@crossian.us,https://bragoddess.com/lunahug_old4feb26?--content-version=59hozgq6bd1egnwqi7owpoz0j_1,B,RMKT,,bragoddess.com,Bra,LunaHug,Version note 2,"v2.2 LunaHug mở size H,I",6,6,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lunahug_old4feb26?--content-version=59hozgq6bd1egnwqi7owpoz0j_2,C,RMKT,,bragoddess.com,Bra,LunaHug,Version note 3,v3.3 LunaHug Thêm VAP Only,1,1,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lushfitting?--content-version=4im3iklombh2n4dn1r1xfu7kj_0,A,RMKT,,bragoddess.com,Bra,LushFitting3,Version note 1,v9.2 - no DMCA + đổi màu Pure Beige,1549,1408,333,251,196,158,11,,,6613,24,708,3470,1943,398
iho@crossian.us,https://bragoddess.com/lushybum?--content-version=8enug8lpwudb104xzj98cne0_0,A,RMKT,,bragoddess.com,Panties,LushyBum,Version note 1,v3.0 - Winter theme (dup 2.1) - current running,147,125,29,18,13,11,,,,429,2,80.0,185,168,25.4
iho@crossian.us,https://bragoddess.com/mirahug?--content-version=5dg084i7ggjsvuj7z2kptxeaa_0,A,RMKT,,bragoddess.com,Bra,MiraHug,Version note 1,v1.5 - Enhance variant's color,1436,1153,274,188,149,125,5,,,4890,21,706,2441,1550,307
iho@crossian.us,https://bragoddess.com/moonabra?--content-version=6ucngmn1nau0ukn041464bk5j_0,A,RMKT,,bragoddess.com,Bra,Moona Bra 2,Version note 1,v2-8.0. No DMCA (Fix v2-4.1. No DMCA cũ),896,708,146,117,99,76,2,,,2640,10,275,1350,796,164
iho@crossian.us,https://bragoddess.com/nakedge?--content-version=uki0w0el4mkhol4u70jrg6f9_0,A,RMKT,,bragoddess.com,Bra,Nakedge,Version note 1,Q2.1 - New bundles (Quantity),16,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/posybra?--content-version=3e6xb5fy394heweqcfkdnfmly_0,A,RMKT,,bragoddess.com,Bra,Posy Bra,Version note 1,"V3.1 - Enhance variants, change model visual",656,576,136,117,92,79,2,,,3189,9,300,1677,938,186
iho@crossian.us,https://bragoddess.com/posybra?--content-version=48ozz8ss540a12ymtwi8peu83_0,A,RMKT,,bragoddess.com,Bra,Posy Bra,Version note 1,"V3.1 - Enhance variants, change model visual",24,14,1,,1,1,1,,,42.7,0,0,25.0,10.9,1.73
iho@crossian.us,https://bragoddess.com/posybra?--content-version=48ozz8ss540a12ymtwi8peu83_2,C,RMKT,,bragoddess.com,Bra,Posy Bra,Version note 3,V6.0 - Moona concept + new 3D variants,1,6,,1,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/posybra_old4feb26?--content-version=48ozz8ss540a12ymtwi8peu83_0,A,RMKT,,bragoddess.com,Bra,Posy Bra,Version note 1,"V3.1 - Enhance variants, change model visual",3,3,,1,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/posybra_old4feb26?--content-version=48ozz8ss540a12ymtwi8peu83_2,C,RMKT,,bragoddess.com,Bra,Posy Bra,Version note 3,V6.0 - Moona concept + new 3D variants,3,3,,,1,0,,,,0,1,21.4,0,0,0
iho@crossian.us,https://bragoddess.com/queenebra?--content-version=em4y7bqy2mmkoyt2tdcejjqn_0,A,RMKT,,bragoddess.com,Bra,QueeneBra,Version note 1,v7.1 - updated gif to vid,4,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/senobra?--content-version=1h9oc2pyrap14nyvsa7d7jo3a_0,A,RMKT,,bragoddess.com,Bra,Senobra,Version note 1,v5.1 (new sizing - old background),586,569,144,103,81,68,2,,,2425,7,134,1227,770,127
iho@crossian.us,https://bragoddess.com/senobra?--content-version=1h9oc2pyrap14nyvsa7d7jo3a_1,B,RMKT,,bragoddess.com,Bra,Senobra,Version note 2,v7.0 (enhanced models),53,114,30,21,16,13,,,,414,2,47.0,206,134,20.6
iho@crossian.us,https://bragoddess.com/serenabra?--content-version=mtqadj0wbcjtivcyliosne0u_0,A,RMKT,,bragoddess.com,Bra,Serena Bra 3,Version note 1,v4.0 (graphic enhance),261,244,48,39,19,15,,,,570,3,68.3,322,146,33.6
iho@crossian.us,https://bragoddess.com/shapecurvy?--content-version=46weruzlb70we3uhzymoykzyj_0,A,RMKT,,bragoddess.com,Bra,ShapeCurvy2,Version note 1,"v1.6 - v1.5, thay VAP thật và ảnh review thật",55,82,18,10,9,7,,,,291,1,36.8,154,84.8,16.2
iho@crossian.us,https://bragoddess.com/sleekhip?--content-version=3oju4eg82dhak2sxjeangfyk0_0,A,RMKT,,bragoddess.com,Panties,SleekHip,Version note 1,v3.1 - Combine page 1.1 & 3.0 (sz chart 1.1 + image 3.0),4,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/smoothchicbra?--content-version=47ozq53xwgpk02oxscad3nvyv_0,A,RMKT,,bragoddess.com,Bra,SmoothChic Bra,Version note 1,v2.0 - graphic optimization (Quantity),3,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/sofilace?--content-version=18h7r5x5hba83bmljd76nne6e_0,A,RMKT,,bragoddess.com,Panties,SofiLace,Version note 1,v1.0 - NFT,163,162,26,16,13,11,1,,,558,2,63.3,287,178,28.6
iho@crossian.us,https://bragoddess.com/sonashape?--content-version=1on4t1w9t2f3xcaiph9y08omg_0,A,RMKT,,bragoddess.com,Bra,SonaShape,Version note 1,v3.0 SonaShape (real samples),1239,1072,263,195,149,123,2,,,4576,15,343,2114,1640,249
iho@crossian.us,https://bragoddess.com/sonashape?--content-version=1on4t1w9t2f3xcaiph9y08omg_1,B,RMKT,,bragoddess.com,Bra,SonaShape,Version note 2,v4.0 SonaShape (enhanced visuals),26,46,8,8,8,5,,,,199,3,132,93.0,69.2,12.5
iho@crossian.us,https://bragoddess.com/uplacy?--content-version=65aoi0wevb6jph9fk8z3syefp_0,A,RMKT,,bragoddess.com,Bra,UpLacy 1.0,Version note 1,v3.2 - mở rộng bảng size,292,231,61,41,33,26,,,,883,7,119,395,319,55.7
iho@crossian.us,https://bragoddess.com/uplacy_old19jun25?--content-version=c21advbn0h5n7ccnuonv7ub5_0,A,RMKT,,bragoddess.com,Bra,UpLacy 1.0,Version note 1,UpLacy 1.0 - v1.1 (Black Friday content removed),2,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/windybra?--content-version=46n616ohz2satov74mum3fh3l_0,A,RMKT,,bragoddess.com,Bra,WindyBra3,Version note 1,v3 - v1.0 - Revive,4,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/zenalift?--content-version=4hnj23tka9gpsq1obalfajwf_0,A,RMKT,,bragoddess.com,Bra,ZenaLift,Version note 1,v3.1 - Black Friday banner & Sale Title added,626,696,180,130,97,83,1,,,2860,12,249,1331,989,169
iho@crossian.us,https://bragoddess.com/zenchicbra?--content-version=32drnn2hy40npgexvyu4cu69p_0,A,RMKT,,bragoddess.com,Bra,ZenChic Bra3,Version note 1,v1.3 -điều chỉnh lại bảng size,1176,1047,277,190,153,135,3,,,5622,10,335,3037,1596,322
iho@crossian.us,https://bragoddess.com/ziplacy?--content-version=29nwqp1si6enzjkie74x8fnz1_0,A,RMKT,,bragoddess.com,Bra,ZipLacy,Version note 1,v2.1 ZipLacy (enhanced USPs),985,706,200,157,135,107,7,,,4056,18,578,1990,1327,232
iho@crossian.us,https://bragoddess.com/ziplacy?--content-version=29nwqp1si6enzjkie74x8fnz1_1,B,RMKT,,bragoddess.com,Bra,ZipLacy,Version note 2,v4.0 ZipLacy (1st image Comfort),127,263,42,31,27,24,,,,1142,2,48.1,631,302,75.9
iho@crossian.us,https://bragoddess.com/zoeshape?--content-version=58vtgd039w6bbhw06s3ygs86_0,A,RMKT,,bragoddess.com,Bra,ZoeShape,Version note 1,V1.1 - Thêm Sale Banner + Short Description,666,502,91,58,45,39,2,,,1870,4,148,1034,498,121
iho@crossian.us,https://gentslux.com/airflexion?--content-version=3edaiqh7cb7s6g1cyaphvl9kx_0,A,RMKT,,gentslux.com,Pant,AirFlexion,Version note 1,V1.2 - Sale size 28 -> 62,78,70,14,12,4,4,,,,438,0,0,241,127,22.2
iho@crossian.us,https://gentslux.com/airflexion?--content-version=3edaiqh7cb7s6g1cyaphvl9kx_2,C,RMKT,,gentslux.com,Pant,AirFlexion,Version note 3,"v4.1 - Winter enhanced (đổi BG ấm hơn, grading lại color pants)",1,20,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/airflexion?--content-version=60tp6b3gtethmk3yekb9md8ib_0,A,RMKT,,gentslux.com,Pant,AirFlexion,Version note 1,V1.2 - Sale size 28 -> 62,1373,1253,112,73,61,50,3,,,3486,8,367,1885,987,225
iho@crossian.us,https://gentslux.com/airflexion_old4feb26?--content-version=3edaiqh7cb7s6g1cyaphvl9kx_0,A,RMKT,,gentslux.com,Pant,AirFlexion,Version note 1,V1.2 - Sale size 28 -> 62,11,11,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/airflexion_old4feb26?--content-version=3edaiqh7cb7s6g1cyaphvl9kx_2,C,RMKT,,gentslux.com,Pant,AirFlexion,Version note 3,"v4.1 - Winter enhanced (đổi BG ấm hơn, grading lại color pants)",2,2,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/easeflexor?--content-version=81z58jimm4ebegj5zvagrini_0,A,RMKT,,gentslux.com,Pant,EaseFlexor,Version note 1,"v4.2 – Enhance visual v4.0. Target: Male, Men’s size chart",668,705,117,94,83,72,1,,,3646,7,215,1321,1670,209
iho@crossian.us,https://gentslux.com/easeflexor_old29jan26?--content-version=3j0evzl6bg96f3f2m448h1g22_0,A,RMKT,,gentslux.com,Pant,EaseFlexor,Version note 1,"v2.3. New size chart - May 29, 2024",1,1,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/easemotions?--content-version=1l5q4dxt4ukvsep9w3g448bgk_0,A,RMKT,,gentslux.com,Pant,EaseMotions,Version note 1,v1.0 NFT,1071,1065,196,151,121,95,2,,,5025,18,748,2074,2049,304
iho@crossian.us,https://gentslux.com/easemotions?--content-version=1l5q4dxt4ukvsep9w3g448bgk_1,B,RMKT,,gentslux.com,Pant,EaseMotions,Version note 2,v2.0 (winter concept),1,14,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/easetactic?--content-version=136uu7hupwpt4pp1qjhi3a1q4_0,A,RMKT,,gentslux.com,Pant,EaseTactic,Version note 1,v3.1: merge 1st image của page v3.0 + các ảnh USP page v1.2,822,119,16,16,10,8,1,,,400,2,64.3,188,146,17.4
iho@crossian.us,https://gentslux.com/easetactic?--content-version=136uu7hupwpt4pp1qjhi3a1q4_1,B,RMKT,,gentslux.com,Pant,EaseTactic,Version note 2,"v4.1: fall/winter theme, bỏ %off ở variants",195,789,105,78,67,54,,,,2881,10,502,1291,1069,177
iho@crossian.us,https://gentslux.com/fleeceactive?--content-version=3993thwgf344hwa0k50x4nv3c_0,A,RMKT,,gentslux.com,Pant,FleeceActive2,Version note 1,V3.2 Fix Contract,12,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexcamo?--content-version=4hmck9jeexnhsik01rqi8q8sw_0,A,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 1,V3.7 - Open 3 waist size & Add 2 colors Beige & Light Gray & Final Material,246,1,,,,,2,,,,,,,,
iho@crossian.us,https://gentslux.com/flexcamo?--content-version=4hmck9jeexnhsik01rqi8q8sw_1,B,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 2,v3.9.1 - Page v3.9 add 6 small waist to clear stock only,48,149,38,24,21,16,,,,1132,2,101,502,451,47.5
iho@crossian.us,https://gentslux.com/flexcamo?--content-version=4hmck9jeexnhsik01rqi8q8sw_2,C,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 3,v3.10 - Winter outfits + sale Variants + add 6 small waist to clear stock only,28,120,18,10,10,9,,,,590,0,0,264,225,32.6
iho@crossian.us,https://gentslux.com/flexcamo?--content-version=5236yxemhjgir07kj3biqof1m_0,A,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 1,v3.9.1 - Page v3.9 add 6 small waist to clear stock only,3460,3242,573,414,338,282,7,,,18511,36,1621,7031,8122,1163
iho@crossian.us,https://gentslux.com/flexcamo_old4feb26?--content-version=4hmck9jeexnhsik01rqi8q8sw_1,B,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 2,v3.9.1 - Page v3.9 add 6 small waist to clear stock only,16,16,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexcomfy?--content-version=1p90ikqe86xuyl5hb47q7bhpn_0,A,RMKT,,gentslux.com,Pant,FlexComfy,Version note 1,v3.0 - Younger model,8,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexcozy?--content-version=2bv34drdwz53kck5rr5kmovce_0,A,RMKT,,gentslux.com,Pant,FlexCozy,Version note 1,v3.0 (đổi màu Olive Green -> Muted Brown),1,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexrover?--content-version=1j8b08s9qht5ons2kny4vawqj_0,A,RMKT,,gentslux.com,Pant,FlexRover,Version note 1,v5.0: Fall Styling,201,170,15,9,7,7,,,,414,0,0,175,167,24.1
iho@crossian.us,https://gentslux.com/gentclassic?--content-version=10ozt8m05g5upwe6mg6arxg6y_0,A,RMKT,,gentslux.com,T-shirt,GentClassic2,Version note 1,v2.0 - USPs Enhanced,2,,,,,,,,,,,,,,
