sep=,
"publisher_email","page_url","page_version","publisher_type","publisher_team","cta_url_domain","pbase_line","pbase_code","version_note","page_note","stats_access","stats_view","stats_addtocart","stats_initcheckout","stats_checkout","stats_purchase","stats_access_error","stats_initcheckout_error","stats_checkout_error","stats_revenue","stats_purchase_abandon","stats_revenue_abandon","stats_taken_amount","stats_cost_total","stats_tax_amount"
iho@crossian.us,https://bragoddess.com/curvyflex?--content-version=5ml7mutmk76wwk7cuq0b0jvgi_0,A,RMKT,,bragoddess.com,Bra,CurvyFlex 2.0,Version note 1,v1.1 CurvyFlex2,878,798,157,105,78,65,7,,,3171,7,356,1622,968,193
iho@crossian.us,https://bragoddess.com/curvylace?--content-version=5t77f4paebsfem7n34n7a6mf_0,A,RMKT,,bragoddess.com,Bra,CurvyLace,Version note 1,v3.0 - real sample,700,630,180,137,94,80,9,,,3367,10,385,1575,1139,214
iho@crossian.us,https://bragoddess.com/curvylace?--content-version=5t77f4paebsfem7n34n7a6mf_1,B,RMKT,,bragoddess.com,Bra,CurvyLace,Version note 2,v3.2 - v3.1 lace enhancement,61,123,26,18,17,14,,,,747,2,53.8,359,253,42.0
iho@crossian.us,https://bragoddess.com/cushycurves?--content-version=7in5n5my0t56sfs214umx7t5n_0,A,RMKT,,bragoddess.com,Bra,CushyCurves,Version note 1,V2.0 - New USP Graphics,48,,,,,,1,,,,,,,,
iho@crossian.us,https://bragoddess.com/daintybra?--content-version=6f5rp6r6nh57hfx0s2k05nvb3_0,A,RMKT,,bragoddess.com,Bra,DaintyBra3,Version note 1,v3 - 3.1: Optimise USP image from v3.0,10,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/daisybra?--content-version=1an7lbxk5t7eebkhhdiuub21k_0,A,RMKT,,bragoddess.com,Bra,Daisy Bra 3,Version note 1,"v3-2.1. No DMCA (Enhance models, variants)",9437,7804,2102,1574,1310,1096,53,,,40942,149,4175,20183,12954,2375
iho@crossian.us,https://bragoddess.com/daisybreezy?--content-version=1mph81uyjsfneh3gzp58aw177_0,A,RMKT,,bragoddess.com,Bra,DaisyBreezy3,Version note 1,v1.0 - For RMKT,4,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/doveloom?--content-version=cl4x8oppp6mz2mc99ww0gse9_0,A,RMKT,,bragoddess.com,Panties,DoveLoom,Version note 1,v1.0 - NFT,38,,,,,,16,,,,,,,,
iho@crossian.us,https://bragoddess.com/doveloom?--content-version=cl4x8oppp6mz2mc99ww0gse9_2,C,RMKT,,bragoddess.com,Panties,DoveLoom,Version note 3,v3.0 - New theme (dup 1.1),1,7,1,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/easeblooming?--content-version=39wedemr3ccaxjhbkmpgf5286_0,A,RMKT,,bragoddess.com,Bra,EaseBlooming1,Version note 1,v2.1 - New bra look,1007,673,161,114,94,81,5,,,3209,10,272,1630,992,177
iho@crossian.us,https://bragoddess.com/easeblooming?--content-version=39wedemr3ccaxjhbkmpgf5286_2,C,RMKT,,bragoddess.com,Bra,EaseBlooming1,Version note 3,v3.0 - New Visual,158,352,52,45,36,31,,,,1222,1,78.4,612,387,66.1
iho@crossian.us,https://bragoddess.com/easeblooming?--content-version=78kk9kxyzng02m89647edm7c9_0,A,RMKT,,bragoddess.com,Bra,EaseBlooming1,Version note 1,v2.1 - New bra look,750,620,141,103,69,56,6,,,2408,10,236,1300,682,128
iho@crossian.us,https://bragoddess.com/easeblooming_old18apr26?--content-version=39wedemr3ccaxjhbkmpgf5286_0,A,RMKT,,bragoddess.com,Bra,EaseBlooming1,Version note 1,v2.1 - New bra look,5,5,,1,3,1,,,,33.3,2,41.3,13.8,12,3.01
iho@crossian.us,https://bragoddess.com/easeblooming_old18apr26?--content-version=39wedemr3ccaxjhbkmpgf5286_2,C,RMKT,,bragoddess.com,Bra,EaseBlooming1,Version note 3,v3.0 - New Visual,1,1,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/elashape?--content-version=6vinaxfacshrc3y00kegv3p61_0,A,RMKT,,bragoddess.com,Shapewear,ElaShape,Version note 1,v6.0 -Revive 29/11/2023,1,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/elisebra?--content-version=73nkl0nz3cbcqwno6avpxqxsj_0,A,RMKT,,bragoddess.com,Bra,EliseBra2,Version note 1,v4.0 - enhance v1.1,1519,1369,260,184,141,122,8,,,5542,14,459,2928,1586,339
iho@crossian.us,https://bragoddess.com/ellacurve?--content-version=6sxilz8m5iex1w7uxprhhth1l_0,A,RMKT,,bragoddess.com,Bra,EllaCurve3,Version note 1,"v2.10 - v2.7 thêm bảng size cuối USPs, spring sale, theme NFT",290,248,55,34,29,26,1,,,1104,2,43.1,561,335,68.5
iho@crossian.us,https://bragoddess.com/ellebloom?--content-version=7kd87fb0wuk8tf3yiwsl1xmgp_0,A,RMKT,,bragoddess.com,Bra,ElleBloom,Version note 1,"v6.1 (size 7, 8XL added) + sale message",834,709,152,104,83,69,3,,,2839,8,193,1380,967,143
iho@crossian.us,https://bragoddess.com/ellielift?--content-version=3j5m0ucwhu0o3gabugtxxgp7q_0,A,RMKT,,bragoddess.com,Bra,EllieLift 2,Version note 1,v2 - v3.2 (real contract - Pin),,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/embraced?--content-version=7dwhmqeyqxuxvc92qcqw2dj16_0,A,RMKT,,bragoddess.com,Bra,Embraced4,Version note 1,v4 - 1.2.1 - copy Embraced2,17,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/emmabra?--content-version=1hn0mm8gvt96tcl7w7jw39cjy_0,A,RMKT,,bragoddess.com,Bra,EmmaBra 3.1,Version note 1,"v1.2 Emma3.1 - 30-58, A-G",153,53,12,12,7,7,,,,234,0,0,115,77.2,9.18
iho@crossian.us,https://bragoddess.com/emmabra?--content-version=1hn0mm8gvt96tcl7w7jw39cjy_1,B,RMKT,,bragoddess.com,Bra,EmmaBra 3.1,Version note 2,"v6.0 - Theme mát mẻ, thêm làm đẹp",17,79,23,14,12,11,,,,367,0,0,176,118,23.7
iho@crossian.us,https://bragoddess.com/emmabra_old20oct25?--content-version=4gugq39apjtzfuqsohbp2e4s0_1,B,RMKT,,bragoddess.com,Bra,EmmaBra3,Version note 2,"v1.2 - 30-58, A-G",1,1,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/evaglowbra?--content-version=l13aiu7u6xv9uqrroxij3eeg_0,A,RMKT,,bragoddess.com,Bra,EvaGlow Bra,Version note 1,v1.3 - winter theme + 3D variant fix,745,721,143,84,57,45,5,,,2011,7,195,1056,573,124
iho@crossian.us,https://bragoddess.com/evaglowbra?--content-version=l13aiu7u6xv9uqrroxij3eeg_1,B,RMKT,,bragoddess.com,Bra,EvaGlow Bra,Version note 2,v3.0 - seamless positioning,122,264,40,31,21,20,,,,824,0,0,424,246,46.8
iho@crossian.us,https://bragoddess.com/exsecret?--content-version=2x1u93qd42v657e0zlka392j0_0,A,RMKT,,bragoddess.com,Bra,ExSecret 4,Version note 1,v4 - 3.0. 45+ models - old version,16,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/faithbra?--content-version=66jhr394xxrspmngpn71klvyy_0,A,RMKT,,bragoddess.com,Bra,Faith Bra,Version note 1,v2.0. Bảng size nghiệm thu July 7,5,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/femilace?--content-version=1fzk1veib07lnbfwl4svj1g1c_0,A,RMKT,,bragoddess.com,Bra,FemiLace6,Version note 1,v2.1 - enhacne from v2.0,1,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/fionabra?--content-version=6z0jmulkn8bmbi9ayy9raaght_0,A,RMKT,,bragoddess.com,Bra,Fiona Bra,Version note 1,v3.1 Fiona Bra (enhanced visuals),868,750,148,109,76,71,5,,,3043,4,94.1,1592,881,182
iho@crossian.us,https://bragoddess.com/fionabra?--content-version=6z0jmulkn8bmbi9ayy9raaght_1,B,RMKT,,bragoddess.com,Bra,Fiona Bra,Version note 2,v4.0 Fiona Bra (summer vibe),58,130,16,9,6,5,,,,147,0,0,75.0,44.3,7.08
iho@crossian.us,https://bragoddess.com/fleececozy?--content-version=284a12kvt7za8efukswm4xcmb_0,A,RMKT,,bragoddess.com,Accessories,FleeceCozy,Version note 1,v1.2 - tránh bias sold data của page v1.1 sau khi đặt MOQ,8,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/glamorette?--content-version=1fstliqtjkuqshehpjp316grt_0,A,RMKT,,bragoddess.com,Bra,Glamorette 3,Version note 1,v3 - C1.0. New Band-Cup Size chart,29,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/ivylift?--content-version=33qs7tpzunnmc36cfhueb1qoe_0,A,RMKT,,bragoddess.com,Bra,IvyLift,Version note 1,v3.1 - Concept 3.0 & add new sizes 09/2025,629,560,146,83,65,59,8,,,2197,6,189,1066,714,127
iho@crossian.us,https://bragoddess.com/ivylift_old18aug25?--content-version=51ids91z16udzquw5b2m4ihmw_0,A,RMKT,,bragoddess.com,Bra,IvyLift,Version note 1,V2.0 - New Colors Testing,1,1,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/jennbra?--content-version=6fasleng2ktdtp3a4movov2ru_0,A,RMKT,,bragoddess.com,Bra,JENN BRA2,Version note 1,V1.0 quantity (dup v1.0.3 variant),4,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/jessiebra?--content-version=3hcsfdu15mq2qb9bw4xt1veue_0,A,RMKT,,bragoddess.com,Bra,Jessie Bra2,Version note 1,[Quantity] v2.0 - Dup v3.0,5,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/laceshaper?--content-version=5ifeiv1o7ac1zf7gt10kwnqp0_0,A,RMKT,,bragoddess.com,Shapewear,LaceShaper,Version note 1,v3.0 - Optimise USP + new sizing,1,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lacyfit?--content-version=4i2deapuhviw4782l28s97iw1_0,A,RMKT,,bragoddess.com,Panties,LacyFit,Version note 1,v1.0 - NFT,,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lamusebra?--content-version=4435f5g4d267vnjvutgn359eb_0,A,RMKT,,bragoddess.com,Bra,LaMuse Bra2,Free shipping when buy 2+,v10.0. New USP images,30,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/liftcharm?--content-version=3frfsjswvftwfuzjqsxb2agqx_0,A,RMKT,,bragoddess.com,Bra,LiftCharm,Version note 1,"v2.2- Flow comfort, enhance visual (mẫu già, đổi ảnh ở description, bổ sung VAP))",43,43,17,13,15,10,1,,,375,4,90.8,176,131,17.1
iho@crossian.us,https://bragoddess.com/lucilift?--content-version=1rh8ss41wx5pf4zgoginn541j_0,A,RMKT,,bragoddess.com,Bra,LuciLift3,Version note 1,v1.2 - New size chart,2,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/lunahug?--content-version=1mx2e4ogsi873k19y7f6yrr7a_0,A,RMKT,,bragoddess.com,Bra,LunaHug,Version note 1,v3.3 LunaHug Thêm VAP Only,1209,905,222,169,134,113,9,,,5084,14,381,2370,1758,295
iho@crossian.us,https://bragoddess.com/lunahug?--content-version=1mx2e4ogsi873k19y7f6yrr7a_1,B,RMKT,,bragoddess.com,Bra,LunaHug,Version note 2,v4.1 Thêm màu hồng & testimonials - giữ variants cũ,110,205,42,25,22,20,,,,619,0,0,261,237,32.2
iho@crossian.us,https://bragoddess.com/lushfitting?--content-version=4im3iklombh2n4dn1r1xfu7kj_0,A,RMKT,,bragoddess.com,Bra,LushFitting3,Version note 1,v9.2 - no DMCA + đổi màu Pure Beige,1848,1647,425,257,214,172,10,,,7355,31,991,4043,1959,441
iho@crossian.us,https://bragoddess.com/lushybum?--content-version=8enug8lpwudb104xzj98cne0_0,A,RMKT,,bragoddess.com,Panties,LushyBum,Version note 1,v3.0 - Winter theme (dup 2.1) - current running,71,101,29,20,16,11,,,,408,3,87.4,166,164,23.3
iho@crossian.us,https://bragoddess.com/mirahug?--content-version=5dg084i7ggjsvuj7z2kptxeaa_0,A,RMKT,,bragoddess.com,Bra,MiraHug,Version note 1,v1.5 - Enhance variant's color,2521,2050,461,299,241,203,18,,,9243,27,1041,4932,2635,550
iho@crossian.us,https://bragoddess.com/moonabra?--content-version=6ucngmn1nau0ukn041464bk5j_0,A,RMKT,,bragoddess.com,Bra,Moona Bra 2,Version note 1,v2-8.0. No DMCA (Fix v2-4.1. No DMCA cũ),2236,2136,540,406,326,281,15,,,9624,32,725,4814,2963,576
iho@crossian.us,https://bragoddess.com/nakedge?--content-version=uki0w0el4mkhol4u70jrg6f9_0,A,RMKT,,bragoddess.com,Bra,Nakedge,Version note 1,Q2.1 - New bundles (Quantity),4,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/posybra?--content-version=3e6xb5fy394heweqcfkdnfmly_0,A,RMKT,,bragoddess.com,Bra,Posy Bra,Version note 1,"V3.1 - Enhance variants, change model visual",3147,2730,727,528,452,391,10,,,16078,41,1196,8204,4878,929
iho@crossian.us,https://bragoddess.com/queenebra?--content-version=em4y7bqy2mmkoyt2tdcejjqn_0,A,RMKT,,bragoddess.com,Bra,QueeneBra,Version note 1,v7.1 - updated gif to vid,6,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/senobra?--content-version=1h9oc2pyrap14nyvsa7d7jo3a_0,A,RMKT,,bragoddess.com,Bra,Senobra,Version note 1,v5.1 (new sizing - old background),241,346,71,58,38,30,7,,,1065,4,95.6,529,331,66.0
iho@crossian.us,https://bragoddess.com/serenabra?--content-version=mtqadj0wbcjtivcyliosne0u_0,A,RMKT,,bragoddess.com,Bra,Serena Bra 3,Version note 1,v4.0 (graphic enhance),431,377,70,55,41,35,2,,,1662,4,124,947,422,92.1
iho@crossian.us,https://bragoddess.com/shapecurvy?--content-version=46weruzlb70we3uhzymoykzyj_0,A,RMKT,,bragoddess.com,Bra,ShapeCurvy2,Version note 1,"v1.6 - v1.5, thay VAP thật và ảnh review thật",79,56,21,16,12,7,1,,,296,1,37.5,154,85.1,19.1
iho@crossian.us,https://bragoddess.com/sleekhip?--content-version=3oju4eg82dhak2sxjeangfyk0_0,A,RMKT,,bragoddess.com,Panties,SleekHip,Version note 1,v3.1 - Combine page 1.1 & 3.0 (sz chart 1.1 + image 3.0),5,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/smoothchicbra?--content-version=47ozq53xwgpk02oxscad3nvyv_0,A,RMKT,,bragoddess.com,Bra,SmoothChic Bra,Version note 1,v2.0 - graphic optimization (Quantity),8,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/sofilace?--content-version=18h7r5x5hba83bmljd76nne6e_0,A,RMKT,,bragoddess.com,Panties,SofiLace,Version note 1,v1.0 - NFT,350,306,49,26,20,16,3,,,802,2,70.2,383,271,44.1
iho@crossian.us,https://bragoddess.com/sonashape?--content-version=1on4t1w9t2f3xcaiph9y08omg_0,A,RMKT,,bragoddess.com,Bra,SonaShape,Version note 1,v3.0 SonaShape (real samples),2805,2328,627,481,400,351,17,,,14223,23,714,6798,4800,793
iho@crossian.us,https://bragoddess.com/uplacy?--content-version=65aoi0wevb6jph9fk8z3syefp_0,A,RMKT,,bragoddess.com,Bra,UpLacy 1.0,Version note 1,v3.2 - mở rộng bảng size,549,492,142,93,81,60,7,,,2034,14,351,898,740,117
iho@crossian.us,https://bragoddess.com/uplacy?--content-version=65aoi0wevb6jph9fk8z3syefp_1,B,RMKT,,bragoddess.com,Bra,UpLacy 1.0,Version note 2,v5.1 - angle front closure + comfort,25,104,19,15,13,10,,,,335,1,21.2,145,119,24.1
iho@crossian.us,https://bragoddess.com/uplacy_old19jun25?--content-version=c21advbn0h5n7ccnuonv7ub5_0,A,RMKT,,bragoddess.com,Bra,UpLacy 1.0,Version note 1,UpLacy 1.0 - v1.1 (Black Friday content removed),5,,,,,,,,,,,,,,
iho@crossian.us,https://bragoddess.com/windybra?--content-version=46n616ohz2satov74mum3fh3l_0,A,RMKT,,bragoddess.com,Bra,WindyBra3,Version note 1,v3 - v1.0 - Revive,15,,,,,,1,,,,,,,,
iho@crossian.us,https://bragoddess.com/zenalift?--content-version=4hnj23tka9gpsq1obalfajwf_0,A,RMKT,,bragoddess.com,Bra,ZenaLift,Version note 1,v3.1 - Black Friday banner & Sale Title added,1354,1010,237,190,155,125,7,,,4742,16,395,2211,1614,284
iho@crossian.us,https://bragoddess.com/zenalift?--content-version=4hnj23tka9gpsq1obalfajwf_1,B,RMKT,,bragoddess.com,Bra,ZenaLift,Version note 2,v3.5 - Winter Sale,80,182,27,16,12,11,,,,463,0,0,217,152,33.4
iho@crossian.us,https://bragoddess.com/zenchicbra?--content-version=32drnn2hy40npgexvyu4cu69p_0,A,RMKT,,bragoddess.com,Bra,ZenChic Bra3,Version note 1,v1.3 -điều chỉnh lại bảng size,354,324,85,58,51,40,3,,,1921,4,182,1117,460,118
iho@crossian.us,https://bragoddess.com/ziplacy?--content-version=29nwqp1si6enzjkie74x8fnz1_0,A,RMKT,,bragoddess.com,Bra,ZipLacy,Version note 1,v2.1 ZipLacy (enhanced USPs),459,341,81,64,50,43,1,,,2150,6,187,1234,538,118
iho@crossian.us,https://bragoddess.com/ziplacy?--content-version=29nwqp1si6enzjkie74x8fnz1_2,C,RMKT,,bragoddess.com,Bra,ZipLacy,Version note 3,v5.0 ZipLacy (3D variants),58,132,19,15,11,10,,,,479,0,0,272,120,28.5
iho@crossian.us,https://bragoddess.com/ziplacy?--content-version=75mx9tvdlq4zv2i7yonpf46ea_0,A,RMKT,,bragoddess.com,Bra,ZipLacy,Version note 1,v2.1 ZipLacy (enhanced USPs),311,247,47,33,24,22,1,,,1116,1,25.0,645,273,64.9
iho@crossian.us,https://bragoddess.com/ziplacy_old18apr26?--content-version=29nwqp1si6enzjkie74x8fnz1_0,A,RMKT,,bragoddess.com,Bra,ZipLacy,Version note 1,v2.1 ZipLacy (enhanced USPs),5,9,,,2,0,,,,0,2,60.7,0,0,0
iho@crossian.us,https://bragoddess.com/zoeshape?--content-version=58vtgd039w6bbhw06s3ygs86_0,A,RMKT,,bragoddess.com,Bra,ZoeShape,Version note 1,V1.1 - Thêm Sale Banner + Short Description,2569,2345,610,430,354,311,8,,,12522,28,649,6011,4175,696
iho@crossian.us,https://gentslux.com/airflexion?--content-version=60tp6b3gtethmk3yekb9md8ib_0,A,RMKT,,gentslux.com,Pant,AirFlexion,Version note 1,V1.2 - Sale size 28 -> 62,1202,1014,216,158,131,110,6,,,7135,15,707,3511,2323,454
iho@crossian.us,https://gentslux.com/airflexion?--content-version=60tp6b3gtethmk3yekb9md8ib_1,B,RMKT,,gentslux.com,Pant,AirFlexion,Version note 2,V5.0 - Summer focus,75,163,25,21,16,13,,,,784,1,60.6,393,251,45.5
iho@crossian.us,https://gentslux.com/airflexion_old4feb26?--content-version=3edaiqh7cb7s6g1cyaphvl9kx_0,A,RMKT,,gentslux.com,Pant,AirFlexion,Version note 1,V1.2 - Sale size 28 -> 62,4,4,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/arcticshorts?--content-version=1v8bdh2fvzx08iuajc2dvktlb_0,A,RMKT,,gentslux.com,Pant,Arctic Shorts,Version note 1,v2.0 unisex,1,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/cooliflex?--content-version=5m3g4bm5lj2qkksmqj57bkt1l_0,A,RMKT,,gentslux.com,T-shirt,CooliFlex2,Version note 1,"v3.1- FC White, Light Blue, Brown",1,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/easeflexor?--content-version=81z58jimm4ebegj5zvagrini_0,A,RMKT,,gentslux.com,Pant,EaseFlexor,Version note 1,"v4.2 – Enhance visual v4.0. Target: Male, Men’s size chart",699,705,201,167,142,124,1,,,6639,13,511,2594,2822,402
iho@crossian.us,https://gentslux.com/easemotions?--content-version=1l5q4dxt4ukvsep9w3g448bgk_0,A,RMKT,,gentslux.com,Pant,EaseMotions,Version note 1,v1.0 NFT,970,686,120,81,70,61,1,,,3731,8,507,1847,1225,219
iho@crossian.us,https://gentslux.com/easemotions?--content-version=1l5q4dxt4ukvsep9w3g448bgk_2,C,RMKT,,gentslux.com,Pant,EaseMotions,Version note 3,v3.0 (summer concept),57,152,25,16,15,14,,,,936,1,33.0,467,311,48.6
iho@crossian.us,https://gentslux.com/easemotions?--content-version=5ngx0u325ms5aihwyru6sxbwj_0,A,RMKT,,gentslux.com,Pant,EaseMotions,Version note 1,v3.1 (summer concept + sky blue),404,361,78,62,54,55,,,,3587,0,0,1761,1231,198
iho@crossian.us,https://gentslux.com/easemotions_old21apr26?--content-version=1l5q4dxt4ukvsep9w3g448bgk_0,A,RMKT,,gentslux.com,Pant,EaseMotions,Version note 1,v1.0 NFT,1,1,,,1,0,,,,0,1,45.8,0,0,0
iho@crossian.us,https://gentslux.com/easetactic?--content-version=136uu7hupwpt4pp1qjhi3a1q4_0,A,RMKT,,gentslux.com,Pant,EaseTactic,Version note 1,v3.1: merge 1st image của page v3.0 + các ảnh USP page v1.2,939,6,,,,,10,,,,,,,,
iho@crossian.us,https://gentslux.com/easetactic?--content-version=136uu7hupwpt4pp1qjhi3a1q4_1,B,RMKT,,gentslux.com,Pant,EaseTactic,Version note 2,"v4.1: fall/winter theme, bỏ %off ở variants",409,1152,221,170,140,128,,,,6673,10,402,2579,2867,382
iho@crossian.us,https://gentslux.com/fleeceactive?--content-version=3993thwgf344hwa0k50x4nv3c_0,A,RMKT,,gentslux.com,Pant,FleeceActive2,Version note 1,V3.2 Fix Contract,1,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexcamo?--content-version=5236yxemhjgir07kj3biqof1m_0,A,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 1,v3.9.1 - Page v3.9 add 6 small waist to clear stock only,2312,2027,508,383,348,293,11,,,16639,33,1495,5776,7814,970
iho@crossian.us,https://gentslux.com/flexcamo_old4feb26?--content-version=4hmck9jeexnhsik01rqi8q8sw_1,B,RMKT,,gentslux.com,Pant,FlexCamo3,Version note 2,v3.9.1 - Page v3.9 add 6 small waist to clear stock only,5,6,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexcomfy?--content-version=1p90ikqe86xuyl5hb47q7bhpn_0,A,RMKT,,gentslux.com,Pant,FlexComfy,Version note 1,v3.0 - Younger model,5,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/flexrover?--content-version=1j8b08s9qht5ons2kny4vawqj_0,A,RMKT,,gentslux.com,Pant,FlexRover,Version note 1,v5.0: Fall Styling,24,14,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/gentclassic?--content-version=10ozt8m05g5upwe6mg6arxg6y_0,A,RMKT,,gentslux.com,T-shirt,GentClassic2,Version note 1,v2.0 - USPs Enhanced,1,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/gentsflex?--content-version=3pq288jq9fxlxa9zwqgirs9ne_0,A,RMKT,,gentslux.com,Pant,GentsFlex,Version note 1,V1.2: Odd Inseams,11,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/glideactive?--content-version=2uxlp5mdxy2ruppkhtjh6o6ck_0,A,RMKT,,gentslux.com,Pant,GlideActive,Version note 1,v1.1 - Add Features,8,5,1,1,1,1,,,,31.8,0,0,11.5,12.9,3.02
